DATE,CODE,PUBLISHER,TITLE,COST
03/08/23,DEC229083,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover L Alessandro Ranaldi),AR
03/08/23,DEC229084,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover M Lucio Parrillo Ultraviolet Variant),AR
03/08/23,DEC229085,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover N Steve Beach Black & White Variant),AR
03/08/23,DEC229086,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover O Alessandro Ranaldi Line Art Variant),AR
03/08/23,DEC229087,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover P Joseph Michael Linsner Line Art Variant),AR
03/08/23,DEC229088,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover Q Lucio Parrillo Ultraviolet Virgin Variant),AR
03/08/23,DEC229089,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover R Alessandro Ranaldi Virgin Variant),AR
03/08/23,DEC229090,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover S Joseph Michael Linsner Fiery Red Line Art Variant),AR
03/08/23,DEC221320,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover A Ciro Tota),$12.99
03/08/23,DEC221321,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover B Stéphane Roux),$12.99
03/08/23,DEC221322,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover C Ivan Fiorelli),$12.99
03/08/23,JAN232229,FAKKU,Working Overtime GN (adult),$19.95
03/08/23,MAR228986,GHOST SHIP,World's End Harem Fantasia Academy Volume 2 GN,$13.99
03/08/23,JAN231565,GRAPHIC UNIVERSE,Green Girls GN,$14.99
03/08/23,JAN231585,HUMANOIDS,Young Katherine Johnson HC,$14.99
03/08/23,9781684059119,IDW PUBLISHING,Dungeons And Dragons Honor Among Thieves The Feast Of The Moon Official Movie Prequel GN,$14.99
03/08/23,9781684059577,IDW PUBLISHING,Genius Illustrated The Life And Art Of Alex Toth TP,$34.99
03/08/23,82771403136200111,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover A FerioWind),$7.99
03/08/23,82771403136200121,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover B Sophie Campbell),$7.99
03/08/23,82771403136200131,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover C G. Romero-Johnston),AR
03/08/23,82771403089100511,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover A Roi Mercado),$3.99
03/08/23,82771403089100521,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover B Pablo Verdugo),$3.99
03/08/23,82771403089100531,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover C Mateus Santolouco),AR
03/08/23,JAN230073,IMAGE COMICS,A.R.C. #1 (One Shot)(Cover A Stjepan Sejic),$4.99
03/08/23,JAN230196,IMAGE COMICS,Almighty #2 (Cover A Edward Laroche),$3.99
03/08/23,JAN230204,IMAGE COMICS,Blood Tree #2 (Cover A Christian Alamy),$3.99
03/08/23,JAN230205,IMAGE COMICS,Gospel #5 (Of 5)(Cover A Ver),$3.99
03/08/23,NOV220273,IMAGE COMICS,Rogue Sun #11 (Cover A Luana Vecchio)(Massive-Verse),$3.99
03/08/23,NOV220274,IMAGE COMICS,Rogue Sun #11 (Cover B Paris Alleyne)(Massive-Verse),AR
03/08/23,DEC220300,IMAGE COMICS,Spawn #339 (Cover A Simone Bianchi),$2.99
03/08/23,DEC220301,IMAGE COMICS,Spawn #339 (Cover B Kevin Keane),$2.99
03/08/23,NOV228349,IMAGE COMICS,Spawn #339 (Cover C Blank Variant),$2.99
03/08/23,JAN230070,IMAGE COMICS,Stoneheart #1 (Cover A Emma Kubert),$3.99
03/08/23,JAN230279,IMAGE COMICS,Two Graves #5 (Cover A Ming Doyle),$3.99
03/08/23,JAN230280,IMAGE COMICS,Two Graves #5 (Cover B Annie Wu),$3.99
03/08/23,JAN231660,INSIGHT EDITIONS,Star Wars The High Republic Chronicles Of The Jedi An Illustrated Guide To The Galaxy's Golden Age HC,$45.00
03/08/23,JAN232238,J-NOVEL CLUB,Marginal Operation Volume 13 GN,$14.99
03/08/23,MAY229410,KODANSHA COMICS,Am I Actually The Strongest Volume 1 GN,$12.99
03/08/23,SEP222231,KODANSHA COMICS,As A Reincarnated Aristocrat I'll Use My Appraisal Skill To Rise In The World Volume 4 GN,$10.99
03/08/23,SEP222237,KODANSHA COMICS,I Was Reincarnated As The 7th Prince So I Can Take My Time Perfecting My Magical Ability Volume 4 GN,$12.99
03/08/23,JUL222264,KODANSHA COMICS,Magus Of The Library Volume 6 GN,$12.99
03/08/23,JUN222233,KODANSHA COMICS,Shaman King Omnibus Volume 12 TP,$17.99
03/08/23,JAN231689,LITTLE BROWN BOOK FOR YOUNG READERS,Song Of The Sea GN,$14.99
03/08/23,JAN231690,LITTLE BROWN BOOK FOR YOUNG READERS,Song Of The Sea HC,$24.99
03/08/23,JAN231691,LITTLE BROWN BOOK FOR YOUNG READERS,Star Wars Hunters Battle For The Arena HC,$14.99
03/08/23,JAN231692,LITTLE BROWN BOOK FOR YOUNG READERS,Waffles And Pancake Volume 3 Failure To Lunch GN,$12.99
03/08/23,JAN231706,MAD CAVE STUDIOS,Tales From Nottingham #2,$3.99
03/08/23,FEB231590,MARRS MEDIA,Rue Morgue Magazine #211 (March/April 2023)(not verified by Diamond Distribution),$13.95
03/08/23,75960620200302111,MARVEL COMICS,Amazing Spider-Man #21 (Cover A John Romita Jr.),$3.99
03/08/23,75960620200302151,MARVEL COMICS,Amazing Spider-Man #21 (Cover B Dustin Weaver),AR
03/08/23,75960620200302121,MARVEL COMICS,Amazing Spider-Man #21 (Cover C Jan Bazaldua Stormbreakers Variant),AR
03/08/23,75960620200302141,MARVEL COMICS,Amazing Spider-Man #21 (Cover D Vitale Mangiatordi Disney100 Hulk Variant),AR
03/08/23,75960620200302131,MARVEL COMICS,Amazing Spider-Man #21 (Cover E Vitale Mangiatordi Disney100 Hulk Black And White Variant),AR
03/08/23,9781302950392,MARVEL COMICS,Amazing Spider-Man Epic Collection Volume 4 The Goblin Lives TP,$44.99
03/08/23,75960608857706611,MARVEL COMICS,Avengers #66 (Cover A Javier Garron),$3.99
03/08/23,75960608857706651,MARVEL COMICS,Avengers #66 (Cover B Alex Ross Timeless Ultron Virgin Sketch Variant),AR
03/08/23,75960608857706641,MARVEL COMICS,Avengers #66 (Cover C Alex Ross Timeless Ultron Virgin Variant),AR
03/08/23,75960608857706631,MARVEL COMICS,Avengers #66 (Cover D Daniel Hainsworth Connecting Wraparound Variant),AR
03/08/23,75960608857706621,MARVEL COMICS,Avengers #66 (Cover E Stefano Caselli Past Future Avengers Assemble Connect Variant),AR
03/08/23,75960608857706661,MARVEL COMICS,Avengers #66 (Cover F Federico Vicentini Stormbreaker Variant),AR
03/08/23,75960620042901511,MARVEL COMICS,Black Panther #15 (Cover A Alex Ross),$3.99
03/08/23,75960620042901521,MARVEL COMICS,Black Panther #15 (Cover B German Peralta),AR
03/08/23,75960620042901531,MARVEL COMICS,Black Panther #15 (Cover C Ken Lashley Infinity Saga Phase 3 Variant),AR
03/08/23,75960609771500211,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover A Karen Darboe),$3.99
03/08/23,75960609771500231,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover B Betsy Cola),AR
03/08/23,75960609771500241,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover C Peach Momoko Women's History Month Variant),AR
03/08/23,75960609771500221,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover D Ivan Tao),AR
03/08/23,75960609771500216,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover E Ivan Tao Virgin Variant),AR
03/08/23,75960620289800511,MARVEL COMICS,Fantastic Four #5 (Cover A Alex Ross),$3.99
03/08/23,75960620289800551,MARVEL COMICS,Fantastic Four #5 (Cover B Alex Ross Solo Variant),AR
03/08/23,75960620289800541,MARVEL COMICS,Fantastic Four #5 (Cover C Chris Bachalo),AR
03/08/23,75960620289800521,MARVEL COMICS,Fantastic Four #5 (Cover D Alex Ross Timeless Super Skrull Virgin Variant),AR
03/08/23,75960620289800531,MARVEL COMICS,Fantastic Four #5 (Cover E Alex Ross Timeless Super Skrull Virgin Sketch Variant),AR
03/08/23,9781302932190,MARVEL COMICS,Gambit Thick As Thieves TP,$15.99
03/08/23,75960620450200411,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover A Paolo Siqueira),$3.99
03/08/23,75960620450200441,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover B Russell Dauterman),AR
03/08/23,75960620450200421,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover C Alex Ross Black Cat Virgin Variant),AR
03/08/23,75960620450200431,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover D Alex Ross Black Cat Virgin Sketch Variant),AR
03/08/23,9781302948924,MARVEL COMICS,Mighty Marvel Masterworks Daredevil Volume 2 Alone Against The Underworld TP (Jack Kirby Direct Market Cover),$15.99
03/08/23,9781302948917,MARVEL COMICS,Mighty Marvel Masterworks Daredevil Volume 2 Alone Against The Underworld TP (Leonardo Romero Book Market Cover),$15.99
03/08/23,75960620137202111,MARVEL COMICS,Moon Knight #21 (Cover A Stephen Segovia),$3.99
03/08/23,75960620137202121,MARVEL COMICS,Moon Knight #21 (Cover B Alex Horley),AR
03/08/23,75960620609400111,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover A Javier Fernandez),$3.99
03/08/23,75960620609400141,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover B Nao Fuji),AR
03/08/23,75960620609400151,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover C Paulina Ganucheau),AR
03/08/23,75960620609400131,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover D Greg Land),AR
03/08/23,75960620609400121,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover E Luana Vecchio Planet Of The Apes Variant),AR
03/08/23,75960620520200211,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover A Leinil Francis Yu),$3.99
03/08/23,75960620520200241,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover B Arthur Adams),AR
03/08/23,75960620520200231,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover C Todd Nauck Sins Of Sinister March Connecting Variant),AR
03/08/23,75960620520200221,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover D Jonah Lobe Marvel Anatomy Variant),AR
03/08/23,75960620626100111,MARVEL COMICS,Predator #1 (Cover A Giuseppe Camuncoli),$4.99
03/08/23,75960620626100121,MARVEL COMICS,Predator #1 (Cover B Bjorn Barends),AR
03/08/23,75960620626100141,MARVEL COMICS,Predator #1 (Cover C Jen Bartel),AR
03/08/23,75960620626100131,MARVEL COMICS,Predator #1 (Cover D Paolo Siqueira),AR
03/08/23,75960620235500311,MARVEL COMICS,Scarlet Witch #3 (Cover A Russell Dauterman),$3.99
03/08/23,75960620235500341,MARVEL COMICS,Scarlet Witch #3 (Cover B David Nakayama MCU Variant),AR
03/08/23,75960620235500351,MARVEL COMICS,Scarlet Witch #3 (Cover C Nabetse Zitro),AR
03/08/23,75960620235500321,MARVEL COMICS,Scarlet Witch #3 (Cover D Alex Ross Timeless Mephisto Virgin Variant),AR
03/08/23,75960620235500331,MARVEL COMICS,Scarlet Witch #3 (Cover E Alex Ross Mephisto Virgin Sketch Variant),AR
03/08/23,75960620235500361,MARVEL COMICS,Scarlet Witch #3 (Cover F Carmen Carnero Women's History Month Variant),AR
03/08/23,9781302945619,MARVEL COMICS,Silver Surfer By Slott And Allred Omnibus HC (Mike Allred Wraparound Book Market Cover)(New Printing),$100.00
03/08/23,9781302945626,MARVEL COMICS,Silver Surfer By Slott And Allred Omnibus HC Mike Allred Last Days Direct Market Cover)(New Printing),$100.00
03/08/23,75960620224900211,MARVEL COMICS,Silver Surfer Ghost Light #2 (Cover A Taurin Clarke),$3.99
03/08/23,75960620224900221,MARVEL COMICS,Silver Surfer Ghost Light #2 (Cover B Alex Maleev),AR
03/08/23,75960620536300121,MARVEL COMICS,Spider-Gwen Shadow Clones #1 (Cover H Brian Stelfreeze),AR
03/08/23,9781302949792,MARVEL COMICS,Spider-Man Vs Venom Omnibus HC (Mark Bagley Direct Market Cover)(New Printing),$125.00
03/08/23,9781302949808,MARVEL COMICS,Spider-Man Vs Venom Omnibus HC (Todd McFarlane Book Market Cover)(New Printing),$125.00
03/08/23,75960609602203211,MARVEL COMICS,Star Wars Bounty Hunters #32 (Cover A Giuseppe Camuncoli),$3.99
03/08/23,75960609602203221,MARVEL COMICS,Star Wars Bounty Hunters #32 (Cover B Chris Sprouse Return Of The Jedi 40th Anniversary Variant),AR
03/08/23,75960609602203231,MARVEL COMICS,Star Wars Bounty Hunters #32 (Cover C Peach Momoko Womens History Variant),AR
03/08/23,75960609602203241,MARVEL COMICS,Star Wars Bounty Hunters #32 (Cover D Rachael Stott Inferno Squad First Appearance Variant),AR
03/08/23,75960620227000211,MARVEL COMICS,Star Wars Sana Starros #2 (Cover A Ken Lashley),$3.99
03/08/23,75960620227000221,MARVEL COMICS,Star Wars Sana Starros #2 (Cover B Natacha Bustos),AR
03/08/23,75960620227000231,MARVEL COMICS,Star Wars Sana Starros #2 (Cover C Peach Momoko Women's History Variant),AR
03/08/23,75960620378900611,MARVEL COMICS,Star Wars The High Republic #6 (Cover A Yanick Paquette),$3.99
03/08/23,75960620378900621,MARVEL COMICS,Star Wars The High Republic #6 (Cover B Phil Noto),AR
03/08/23,75960620378900631,MARVEL COMICS,Star Wars The High Republic #6 (Cover C Rod Reis),AR
03/08/23,75960620378900661,MARVEL COMICS,Star Wars The High Republic #6 (Cover D Peach Momoko Womens History Variant),AR
03/08/23,9781302948405,MARVEL COMICS,Trials Of X Volume 6 TP,$19.99
03/08/23,75960620365900412,MARVEL COMICS,Wakanda #4 (Of 5)(2nd Printing Cover A Julian Shaw & Natacha Bustos),$3.99
03/08/23,75960620546200111,MARVEL COMICS,X-23 #1 (Facsimile Edition),$3.99
03/08/23,75960620401400111,MARVEL COMICS,X-23 Deadly Regenesis #1 (Of 5)(Cover A Kalman Andrasofszky),$4.99
03/08/23,75960620401400131,MARVEL COMICS,X-23 Deadly Regenesis #1 (Of 5)(Cover B Jan Bazaldua Design Variant),AR
03/08/23,75960620401400151,MARVEL COMICS,X-23 Deadly Regenesis #1 (Of 5)(Cover C Mike Choi),AR
